58.4,60.52,53.94,55.14,47.82,45.97,44.8,60.87,51.48,45.08,61.75,59.69,53.48,58.45,44.64,46.37,44.66,45.43,44.74,54.75,53.16,49.38,59,51.95,58.69,50.21,59.92,58.74,58.79,63.11
58.48,60.51,53.92,55.15,47.79,45.74,44.79,61,51.41,45.07,61.74,59.55,53.44,58.53,44.61,46.27,44.64,45.33,44.76,54.73,53.3,49.37,58.96,52.07,58.71,50.25,59.94,58.72,58.74,63.08
58.33,60.49,53.89,55.17,47.75,45.7,44.76,60.94,51.35,45.04,61.84,59.54,53.43,58.56,44.62,46.22,44.63,45.25,44.75,54.71,53.54,49.35,58.95,51.88,58.74,50.35,59.81,58.61,58.71,63.06
58.44,60.49,53.87,55.2,47.69,45.63,44.76,60.88,51.33,44.99,61.82,59.5,53.39,58.52,44.61,46.15,44.64,45.24,44.72,54.68,53.65,49.31,58.91,51.96,58.82,50.31,59.78,58.5,58.64,63.03
58.42,60.47,53.87,55.21,47.62,45.58,44.77,60.86,51.28,44.99,61.77,59.46,53.36,58.42,44.59,46.13,44.64,45.19,44.69,54.63,53.75,49.32,58.89,52.02,58.97,50.35,59.73,58.5,58.6,62.97
58.49,60.6,53.88,55.23,47.54,45.54,44.77,60.83,51.71,44.99,61.72,59.41,53.33,58.41,44.57,46.09,44.63,45.16,44.67,54.57,53.84,49.32,58.88,52.13,59.2,50.2,59.63,58.47,58.58,63
58.47,60.58,53.88,55.25,47.47,45.5,44.8,60.65,51.71,0,61.8,59.4,53.3,58.39,44.55,46.05,44.63,45.13,44.64,54.52,53.92,49.27,58.86,52.16,59.29,50.23,59.6,58.48,58.5,62.96
58.44,60.57,53.89,55.28,47.39,45.53,44.82,60.63,51.72,0,61.84,59.36,53.26,58.37,44.52,45.99,44.63,45.09,44.61,54.45,54.08,49.28,58.81,52.18,59.36,50.27,59.53,58.45,58.47,62.91
58.5,60.53,53.9,55.29,47.35,0,44.8,60.58,51.72,0,61.79,59.32,53.23,58.34,44.49,45.93,44.62,45.04,44.64,54.4,54.04,49.31,58.8,52.21,59.39,50.28,59.45,58.41,58.46,62.85
58.48,60.53,53.91,55.27,47.31,0,44.81,60.52,51.69,0,61.74,59.28,53.18,58.33,44.47,45.89,44.64,45.02,44.62,54.33,53.98,49.35,58.77,52.21,59.4,50.27,59.39,58.39,58.43,62.76
